epoch,train_loss,train_acc,dev_loss,dev_acc
64,0.7582409679889679,0.75,0.7665819923082987,0.8257575829823812
65,0.7495957687497139,0.7578125,0.7354032595952352,0.8958333333333334
66,0.7856653034687042,0.75390625,0.7520491679509481,0.7642045418421427
67,0.7459409832954407,0.7734375,0.7957926988601685,0.7130681872367859
68,0.7314930409193039,0.80078125,0.7837247252464294,0.8248106042544047
69,0.7326961606740952,0.796875,0.7479178309440613,0.8352272709210714
70,0.7327385917305946,0.78515625,0.7731014688809713,0.7746212085088094
71,0.7266395092010498,0.91015625,0.7446039120356241,0.8153409163157145
72,0.7130314186215401,0.89453125,0.784053365389506,0.8248106042544047
73,0.7370033860206604,0.7734375,0.7174034913380941,0.8551136453946432
74,0.7008962854743004,0.89453125,0.7325404087702433,0.7755681872367859
75,0.7138447165489197,0.80078125,0.7317758599917094,0.8645833333333334
76,0.7204482480883598,0.92578125,0.7470008532206217,0.8257575829823812
77,0.7273600101470947,0.78515625,0.7426508267720541,0.8352272709210714
78,0.7253631353378296,0.76171875,0.7620468934377035,0.8352272709210714
79,0.6917772218585014,0.79296875,0.730709433555603,0.8551136453946432
80,0.7073080614209175,0.78125,0.6903475324312845,0.845643937587738
81,0.6982745081186295,0.9140625,0.682787557442983,0.8759469787279764
82,0.703727163374424,0.80078125,0.7160099148750305,0.7954545418421427
83,0.6953011006116867,0.7890625,0.7022065917650858,0.7935606042544047
84,0.6918398886919022,0.78515625,0.7320973873138428,0.8352272709210714
85,0.6736006885766983,0.80078125,0.7565716703732809,0.7651515205701193
86,0.6999343931674957,0.78515625,0.7227388421694437,0.8238636453946432
87,0.6582263857126236,0.9375,0.721556544303894,0.8560606042544047
88,0.6988360211253166,0.78125,0.7298664251963297,0.8342803120613098
89,0.6798421368002892,0.7734375,0.7083172798156738,0.7736742496490479
90,0.6645258367061615,0.796875,0.7187497218449911,0.8352272709210714
91,0.6670791655778885,0.78515625,0.7332385778427124,0.7746212085088094
92,0.6424139067530632,0.93359375,0.7096085945765177,0.8049242496490479
93,0.6848794519901276,0.78125,0.6634980042775472,0.845643937587738
94,0.6773346737027168,0.78125,0.6476639111836752,0.9375
95,0.6926377788186073,0.76953125,0.6325906117757162,0.8967803120613098
96,0.6661026999354362,0.79296875,0.6878555218378702,0.876893937587738
97,0.6664238274097443,0.7890625,0.68431156873703,0.8967803120613098
98,0.659127339720726,0.79296875,0.6611765821774801,0.845643937587738
99,0.6777747645974159,0.796875,0.6722937027613322,0.8655303120613098
